trial_num	cue_type	target_identity	target_category	choices	target_presence	response	response_correct	response_rt	trial_time	pre_cue	notsure	target_stim	timing1	actual_timing1	positions	a	b	c	d	e	f	g	h	i	j	k	l	m	n	o	p	q	r	s	t	u	v	w	x	y	z	aa	bb	cc	dd	ee	ff	gg	hh	ii	jj	kk	ll	mm	nn	oo	pp
221	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.586549551	6.53185212	[False]	['absent']	[False]	0.9	0.915075187	"[(0, 0)]"	['coast_47']	['absent']	['coast_47']	0.1	0.1166589	"[(0, 0)]"	['woods_45']	['absent']	['woods_45']	0.1	0.11664893	"[(0, 0)]"	['chair_27']	['absent']	['chair_27']	0.1	0.116645704	"[(0, 0)]"	['car_34']	['absent']	['car_34']	0.1	0.1000039	"[(0, 0)]"	['flower_36']	['absent']	['flower_36']	0.1	0.116600251	"[(0, 0)]"	['desert_26']	['absent']	['desert_26']	0.1	0.100104191	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900002258	"[(0, 0)]"
222	postcue	flower	object	"['a', 'b']"	present	present	1	0.495706415	6.581576071	[False]	['present']	[False]	0.9	0.914909796	"[(0, 0)]"	['chair_30']	['present']	['chair_30']	0.1	0.100035278	"[(0, 0)]"	['desert_3']	['present']	['desert_3']	0.1	0.116669164	"[(0, 0)]"	['flower_56']	['present']	['flower_56']	0.1	0.116651569	"[(0, 0)]"	['coast_50']	['present']	['coast_50']	0.1	0.116650103	"[(0, 0)]"	['car_15']	['present']	['car_15']	0.1	0.116655675	"[(0, 0)]"	['woods_63']	['present']	['woods_63']	0.1	0.116655675	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.916644649	"[(0, 0)]"
223	precue	flower	object	"['a', 'b']"	present	present	1	0.709981886	6.548435861	['flower']	['present']	['flower']	0.9	0.915048502	"[(0, 0)]"	['bathroom_6']	['present']	['bathroom_6']	0.1	0.10003997	"[(0, 0)]"	['flower_9']	['present']	['flower_9']	0.1	0.116669164	"[(0, 0)]"	['chair_8']	['present']	['chair_8']	0.1	0.116641012	"[(0, 0)]"	['desert_3']	['present']	['desert_3']	0.1	0.116669164	"[(0, 0)]"	['woods_46']	['present']	['woods_46']	0.1	0.11663896	"[(0, 0)]"	['car_35']	['present']	['car_35']	0.1	0.100021495	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916610632	"[(0, 0)]"
224	precue	bathroom	scene	"['a', 'b']"	absent	absent	1	0.304653224	6.581726214	['bathroom']	['absent']	['bathroom']	0.9	0.914995131	"[(0, 0)]"	['chair_8']	['absent']	['chair_8']	0.1	0.116662419	"[(0, 0)]"	['car_22']	['absent']	['car_22']	0.1	0.116662126	"[(0, 0)]"	['coast_43']	['absent']	['coast_43']	0.1	0.116644825	"[(0, 0)]"	['shoe_62']	['absent']	['shoe_62']	0.1	0.116655968	"[(0, 0)]"	['woods_23']	['absent']	['woods_23']	0.1	0.116645998	"[(0, 0)]"	['desert_52']	['absent']	['desert_52']	0.1	0.116652742	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900031583	"[(0, 0)]"
225	postcue	coast	scene	"['a', 'b']"	absent	present	0	0.519401118	6.54834906	[False]	['present']	[False]	0.9	0.915041464	"[(0, 0)]"	['desert_11']	['present']	['desert_11']	0.1	0.100005073	"[(0, 0)]"	['chair_2']	['present']	['chair_2']	0.1	0.116607289	"[(0, 0)]"	['bathroom_35']	['present']	['bathroom_35']	0.1	0.116617553	"[(0, 0)]"	['shoe_60']	['present']	['shoe_60']	0.1	0.10002736	"[(0, 0)]"	['woods_8']	['present']	['woods_8']	0.1	0.116633974	"[(0, 0)]"	['car_2']	['present']	['car_2']	0.1	0.116667698	"[(0, 0)]"	['coast']	['present']	['coast']	0.9	0.900015454	"[(0, 0)]"
226	postcue	chair	object	"['a', 'b']"	present	present	1	0.567385524	6.58168252	[False]	['present']	[False]	0.9	0.914956422	"[(0, 0)]"	['woods_32']	['present']	['woods_32']	0.1	0.100029706	"[(0, 0)]"	['chair_2']	['present']	['chair_2']	0.1	0.11664981	"[(0, 0)]"	['car_65']	['present']	['car_65']	0.1	0.116657434	"[(0, 0)]"	['bathroom_62']	['present']	['bathroom_62']	0.1	0.116653036	"[(0, 0)]"	['coast_4']	['present']	['coast_4']	0.1	0.116653329	"[(0, 0)]"	['shoe_7']	['present']	['shoe_7']	0.1	0.116652156	"[(0, 0)]"	['chair']	['present']	['chair']	0.9	0.916649047	"[(0, 0)]"
227	precue	flower	object	"['a', 'b']"	present	present	1	0.350154996	6.515165156	['flower']	['present']	['flower']	0.9	0.915045862	"[(0, 0)]"	['desert_41']	['present']	['desert_41']	0.1	0.100032052	"[(0, 0)]"	['chair_4']	['present']	['chair_4']	0.1	0.116598491	"[(0, 0)]"	['bathroom_28']	['present']	['bathroom_28']	0.1	0.116652156	"[(0, 0)]"	['coast_75']	['present']	['coast_75']	0.1	0.100035864	"[(0, 0)]"	['flower_6']	['present']	['flower_6']	0.1	0.116629282	"[(0, 0)]"	['shoe_33']	['present']	['shoe_33']	0.1	0.116870332	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916639957	"[(0, 0)]"
228	postcue	shoe	object	"['a', 'b']"	absent	present	0	0.524750542	6.548400378	[False]	['present']	[False]	0.9	0.915001289	"[(0, 0)]"	['flower_7']	['present']	['flower_7']	0.1	0.100010645	"[(0, 0)]"	['woods_58']	['present']	['woods_58']	0.1	0.116665938	"[(0, 0)]"	['chair_3']	['present']	['chair_3']	0.1	0.116608755	"[(0, 0)]"	['bathroom_66']	['present']	['bathroom_66']	0.1	0.100033518	"[(0, 0)]"	['car_23']	['present']	['car_23']	0.1	0.100041729	"[(0, 0)]"	['desert_39']	['present']	['desert_39']	0.1	0.116660953	"[(0, 0)]"	['shoe']	['present']	['shoe']	0.9	0.916640543	"[(0, 0)]"
229	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.586054256	6.548294516	[False]	['present']	[False]	0.9	0.914860823	"[(0, 0)]"	['flower_7']	['present']	['flower_7']	0.1	0.10014114	"[(0, 0)]"	['desert_17']	['present']	['desert_17']	0.1	0.116648344	"[(0, 0)]"	['coast_55']	['present']	['coast_55']	0.1	0.116653915	"[(0, 0)]"	['car_32']	['present']	['car_32']	0.1	0.116602304	"[(0, 0)]"	['woods_39']	['present']	['woods_39']	0.1	0.100037917	"[(0, 0)]"	['chair_35']	['present']	['chair_35']	0.1	0.116653622	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.900050644	"[(0, 0)]"
230	postcue	shoe	object	"['a', 'b']"	present	present	1	0.396598679	6.581599238	[False]	['present']	[False]	0.9	0.914929736	"[(0, 0)]"	['coast_11']	['present']	['coast_11']	0.1	0.100018563	"[(0, 0)]"	['bathroom_1']	['present']	['bathroom_1']	0.1	0.11664893	"[(0, 0)]"	['shoe_44']	['present']	['shoe_44']	0.1	0.116656261	"[(0, 0)]"	['flower_46']	['present']	['flower_46']	0.1	0.116647171	"[(0, 0)]"	['woods_11']	['present']	['woods_11']	0.1	0.116667991	"[(0, 0)]"	['chair_34']	['present']	['chair_34']	0.1	0.116620485	"[(0, 0)]"	['shoe']	['present']	['shoe']	0.9	0.916658431	"[(0, 0)]"
231	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.383507224	6.565035438	[False]	['present']	[False]	0.9	0.914987799	"[(0, 0)]"	['chair_14']	['present']	['chair_14']	0.1	0.10008337	"[(0, 0)]"	['car_5']	['present']	['car_5']	0.1	0.116666525	"[(0, 0)]"	['bathroom_46']	['present']	['bathroom_46']	0.1	0.116644531	"[(0, 0)]"	['woods_81']	['present']	['woods_81']	0.1	0.116667698	"[(0, 0)]"	['flower_30']	['present']	['flower_30']	0.1	0.116665938	"[(0, 0)]"	['desert_38']	['present']	['desert_38']	0.1	0.116633681	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.900028944	"[(0, 0)]"
232	precue	woods	scene	"['a', 'b']"	absent	absent	1	0.308111201	6.565100832	['woods']	['absent']	['woods']	0.9	0.915057886	"[(0, 0)]"	['bathroom_22']	['absent']	['bathroom_22']	0.1	0.10008425	"[(0, 0)]"	['chair_46']	['absent']	['chair_46']	0.1	0.116746875	"[(0, 0)]"	['coast_6']	['absent']	['coast_6']	0.1	0.116560663	"[(0, 0)]"	['shoe_50']	['absent']	['shoe_50']	0.1	0.116656261	"[(0, 0)]"	['desert_46']	['absent']	['desert_46']	0.1	0.11665978	"[(0, 0)]"	['flower_37']	['absent']	['flower_37']	0.1	0.11664981	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916623535	"[(0, 0)]"
233	postcue	chair	object	"['a', 'b']"	absent	absent	1	0.316738547	6.548468118	[False]	['absent']	[False]	0.9	0.915074601	"[(0, 0)]"	['woods_22']	['absent']	['woods_22']	0.1	0.116793208	"[(0, 0)]"	['desert_31']	['absent']	['desert_31']	0.1	0.116509051	"[(0, 0)]"	['shoe_23']	['absent']	['shoe_23']	0.1	0.116650983	"[(0, 0)]"	['flower_44']	['absent']	['flower_44']	0.1	0.116610808	"[(0, 0)]"	['car_45']	['absent']	['car_45']	0.1	0.100030879	"[(0, 0)]"	['bathroom_48']	['absent']	['bathroom_48']	0.1	0.10001739	"[(0, 0)]"	['chair']	['absent']	['chair']	0.9	0.90004214	"[(0, 0)]"
234	doublecue	"('coast', 'car')"	"('scene', 'object')"	"['a', 'b']"	"('present', 'present')"	absent	0	0.437388841	6.531731595	['coast']	['absent']	['coast']	0.9	0.914908329	"[(0, 0)]"	['desert_32']	['absent']	['desert_32']	0.1	0.116629869	"[(0, 0)]"	['shoe_18']	['absent']	['shoe_18']	0.1	0.116662419	"[(0, 0)]"	['coast_25']	['absent']	['coast_25']	0.1	0.116633974	"[(0, 0)]"	['chair_46']	['absent']	['chair_46']	0.1	0.100001554	"[(0, 0)]"	['car_49']	['absent']	['car_49']	0.1	0.116650396	"[(0, 0)]"	['bathroom_30']	['absent']	['bathroom_30']	0.1	0.116667991	"[(0, 0)]"	['car']	['absent']	['car']	0.9	0.900034808	"[(0, 0)]"
235	postcue	coast	scene	"['a', 'b']"	present	present	1	0.698043774	6.581644398	[False]	['present']	[False]	0.9	0.914914194	"[(0, 0)]"	['shoe_28']	['present']	['shoe_28']	0.1	0.116635734	"[(0, 0)]"	['flower_38']	['present']	['flower_38']	0.1	0.116887634	"[(0, 0)]"	['woods_13']	['present']	['woods_13']	0.1	0.116409933	"[(0, 0)]"	['desert_48']	['present']	['desert_48']	0.1	0.116664472	"[(0, 0)]"	['coast_21']	['present']	['coast_21']	0.1	0.11665069	"[(0, 0)]"	['car_24']	['present']	['car_24']	0.1	0.116655968	"[(0, 0)]"	['coast']	['present']	['coast']	0.9	0.900078502	"[(0, 0)]"
236	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.501811831	6.564636621	[False]	['absent']	[False]	0.9	0.914662588	"[(0, 0)]"	['coast_34']	['absent']	['coast_34']	0.1	0.100020615	"[(0, 0)]"	['shoe_34']	['absent']	['shoe_34']	0.1	0.116642185	"[(0, 0)]"	['flower_14']	['absent']	['flower_14']	0.1	0.116655088	"[(0, 0)]"	['bathroom_7']	['absent']	['bathroom_7']	0.1	0.116663592	"[(0, 0)]"	['car_32']	['absent']	['car_32']	0.1	0.116882942	"[(0, 0)]"	['desert_45']	['absent']	['desert_45']	0.1	0.116429581	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916610339	"[(0, 0)]"
237	precue	chair	object	"['a', 'b']"	present	present	1	0.300019325	6.565154789	['chair']	['present']	['chair']	0.9	0.915024162	"[(0, 0)]"	['shoe_70']	['present']	['shoe_70']	0.1	0.100025601	"[(0, 0)]"	['woods_5']	['present']	['woods_5']	0.1	0.116659194	"[(0, 0)]"	['car_52']	['present']	['car_52']	0.1	0.116659487	"[(0, 0)]"	['chair_16']	['present']	['chair_16']	0.1	0.100029706	"[(0, 0)]"	['coast_72']	['present']	['coast_72']	0.1	0.116605823	"[(0, 0)]"	['desert_30']	['present']	['desert_30']	0.1	0.116875024	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916649341	"[(0, 0)]"
238	postcue	flower	object	"['a', 'b']"	present	absent	0	0.623370899	6.581362587	[False]	['absent']	[False]	0.9	0.914581358	"[(0, 0)]"	['woods_2']	['absent']	['woods_2']	0.1	0.116637493	"[(0, 0)]"	['shoe_46']	['absent']	['shoe_46']	0.1	0.116668284	"[(0, 0)]"	['car_9']	['absent']	['car_9']	0.1	0.116643945	"[(0, 0)]"	['flower_23']	['absent']	['flower_23']	0.1	0.116656261	"[(0, 0)]"	['coast_48']	['absent']	['coast_48']	0.1	0.1166589	"[(0, 0)]"	['bathroom_55']	['absent']	['bathroom_55']	0.1	0.116653036	"[(0, 0)]"	['flower']	['absent']	['flower']	0.9	0.900034808	"[(0, 0)]"
239	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.401483305	6.565101711	[False]	['absent']	[False]	0.9	0.915041171	"[(0, 0)]"	['shoe_40']	['absent']	['shoe_40']	0.1	0.11663896	"[(0, 0)]"	['coast_68']	['absent']	['coast_68']	0.1	0.100005366	"[(0, 0)]"	['chair_19']	['absent']	['chair_19']	0.1	0.116653329	"[(0, 0)]"	['bathroom_27']	['absent']	['bathroom_27']	0.1	0.116642479	"[(0, 0)]"	['flower_30']	['absent']	['flower_30']	0.1	0.116661833	"[(0, 0)]"	['desert_21']	['absent']	['desert_21']	0.1	0.116643652	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916653153	"[(0, 0)]"
240	postcue	bathroom	scene	"['a', 'b']"	absent	present	0	1.065170771	6.581609208	[False]	['present']	[False]	0.9	0.914899532	"[(0, 0)]"	['car_19']	['present']	['car_19']	0.1	0.116640426	"[(0, 0)]"	['flower_38']	['present']	['flower_38']	0.1	0.116657141	"[(0, 0)]"	['woods_18']	['present']	['woods_18']	0.1	0.116801712	"[(0, 0)]"	['shoe_50']	['present']	['shoe_50']	0.1	0.116497321	"[(0, 0)]"	['desert_62']	['present']	['desert_62']	0.1	0.116655382	"[(0, 0)]"	['coast_18']	['present']	['coast_18']	0.1	0.11665069	"[(0, 0)]"	['bathroom']	['present']	['bathroom']	0.9	0.900014574	"[(0, 0)]"
241	precue	flower	object	"['a', 'b']"	absent	absent	1	0.778192463	6.565096433	['flower']	['absent']	['flower']	0.9	0.915035012	"[(0, 0)]"	['bathroom_23']	['absent']	['bathroom_23']	0.1	0.116659194	"[(0, 0)]"	['shoe_55']	['absent']	['shoe_55']	0.1	0.11663632	"[(0, 0)]"	['woods_33']	['absent']	['woods_33']	0.1	0.116658021	"[(0, 0)]"	['car_44']	['absent']	['car_44']	0.1	0.116650396	"[(0, 0)]"	['chair_17']	['absent']	['chair_17']	0.1	0.116613447	"[(0, 0)]"	['coast_48']	['absent']	['coast_48']	0.1	0.100029999	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916632332	"[(0, 0)]"
242	postcue	car	object	"['a', 'b']"	present	present	1	0.422802703	6.54826783	[False]	['present']	[False]	0.9	0.914880471	"[(0, 0)]"	['bathroom_32']	['present']	['bathroom_32']	0.1	0.100029706	"[(0, 0)]"	['flower_12']	['present']	['flower_12']	0.1	0.11665069	"[(0, 0)]"	['car_4']	['present']	['car_4']	0.1	0.116600251	"[(0, 0)]"	['chair_56']	['present']	['chair_56']	0.1	0.100036157	"[(0, 0)]"	['coast_63']	['present']	['coast_63']	0.1	0.100042022	"[(0, 0)]"	['desert_49']	['present']	['desert_49']	0.1	0.116669457	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916648461	"[(0, 0)]"
243	precue	chair	object	"['a', 'b']"	present	present	1	0.242511701	6.581623284	['chair']	['present']	['chair']	0.9	0.914958768	"[(0, 0)]"	['woods_1']	['present']	['woods_1']	0.1	0.116640719	"[(0, 0)]"	['chair_45']	['present']	['chair_45']	0.1	0.11666154	"[(0, 0)]"	['car_15']	['present']	['car_15']	0.1	0.116653915	"[(0, 0)]"	['bathroom_21']	['present']	['bathroom_21']	0.1	0.116650983	"[(0, 0)]"	['coast_40']	['present']	['coast_40']	0.1	0.11667063	"[(0, 0)]"	['shoe_13']	['present']	['shoe_13']	0.1	0.116647464	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916603594	"[(0, 0)]"
244	precue	bathroom	scene	"['a', 'b']"	absent	absent	1	0.376843465	6.539124955	['bathroom']	['absent']	['bathroom']	0.9	0.90570094	"[(0, 0)]"	['car_29']	['absent']	['car_29']	0.1	0.116651569	"[(0, 0)]"	['coast_24']	['absent']	['coast_24']	0.1	0.116650396	"[(0, 0)]"	['desert_49']	['absent']	['desert_49']	0.1	0.100028826	"[(0, 0)]"	['woods_51']	['absent']	['woods_51']	0.1	0.116658314	"[(0, 0)]"	['shoe_17']	['absent']	['shoe_17']	0.1	0.116647757	"[(0, 0)]"	['chair_17']	['absent']	['chair_17']	0.1	0.100030879	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916650514	"[(0, 0)]"
245	postcue	bathroom	scene	"['a', 'b']"	absent	absent	1	0.478522102	6.548377211	[False]	['absent']	[False]	0.9	0.914949677	"[(0, 0)]"	['chair_25']	['absent']	['chair_25']	0.1	0.100041729	"[(0, 0)]"	['car_46']	['absent']	['car_46']	0.1	0.116614913	"[(0, 0)]"	['coast_82']	['absent']	['coast_82']	0.1	0.116600544	"[(0, 0)]"	['shoe_8']	['absent']	['shoe_8']	0.1	0.100024134	"[(0, 0)]"	['woods_58']	['absent']	['woods_58']	0.1	0.116657141	"[(0, 0)]"	['desert_9']	['absent']	['desert_9']	0.1	0.116667405	"[(0, 0)]"	['bathroom']	['absent']	['bathroom']	0.9	0.916664003	"[(0, 0)]"
246	postcue	woods	scene	"['a', 'b']"	absent	present	0	0.86659138	6.564839548	[False]	['present']	[False]	0.9	0.914949384	"[(0, 0)]"	['flower_71']	['present']	['flower_71']	0.1	0.100038797	"[(0, 0)]"	['coast_30']	['present']	['coast_30']	0.1	0.116644825	"[(0, 0)]"	['shoe_7']	['present']	['shoe_7']	0.1	0.11666154	"[(0, 0)]"	['car_54']	['present']	['car_54']	0.1	0.11666154	"[(0, 0)]"	['desert_65']	['present']	['desert_65']	0.1	0.116703474	"[(0, 0)]"	['bathroom_29']	['present']	['bathroom_29']	0.1	0.116413745	"[(0, 0)]"	['woods']	['present']	['woods']	0.9	0.916625588	"[(0, 0)]"
247	precue	woods	scene	"['a', 'b']"	absent	absent	1	0.24526559	6.548370174	['woods']	['absent']	['woods']	0.9	0.914918886	"[(0, 0)]"	['shoe_48']	['absent']	['shoe_48']	0.1	0.100046714	"[(0, 0)]"	['coast_7']	['absent']	['coast_7']	0.1	0.116629869	"[(0, 0)]"	['chair_28']	['absent']	['chair_28']	0.1	0.116656555	"[(0, 0)]"	['desert_34']	['absent']	['desert_34']	0.1	0.116651863	"[(0, 0)]"	['bathroom_20']	['absent']	['bathroom_20']	0.1	0.116594386	"[(0, 0)]"	['flower_1']	['absent']	['flower_1']	0.1	0.100064602	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916600662	"[(0, 0)]"
248	precue	desert	scene	"['a', 'b']"	absent	absent	1	0.260060227	6.515076008	['desert']	['absent']	['desert']	0.9	0.915017711	"[(0, 0)]"	['bathroom_40']	['absent']	['bathroom_40']	0.1	0.100043195	"[(0, 0)]"	['car_8']	['absent']	['car_8']	0.1	0.116591454	"[(0, 0)]"	['shoe_21']	['absent']	['shoe_21']	0.1	0.100032345	"[(0, 0)]"	['flower_37']	['absent']	['flower_37']	0.1	0.116614327	"[(0, 0)]"	['coast_12']	['absent']	['coast_12']	0.1	0.100037037	"[(0, 0)]"	['woods_19']	['absent']	['woods_19']	0.1	0.116534563	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.90000783	"[(0, 0)]"
249	precue	car	object	"['a', 'b']"	present	present	1	0.29360248	6.548304486	['car']	['present']	['car']	0.9	0.914917713	"[(0, 0)]"	['coast_33']	['present']	['coast_33']	0.1	0.100051993	"[(0, 0)]"	['shoe_61']	['present']	['shoe_61']	0.1	0.116655675	"[(0, 0)]"	['flower_45']	['present']	['flower_45']	0.1	0.116651863	"[(0, 0)]"	['bathroom_49']	['present']	['bathroom_49']	0.1	0.116606116	"[(0, 0)]"	['car_16']	['present']	['car_16']	0.1	0.100035278	"[(0, 0)]"	['desert_27']	['present']	['desert_27']	0.1	0.11665069	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916653446	"[(0, 0)]"
250	precue	desert	scene	"['a', 'b']"	present	absent	0	0.458779497	6.531671479	['desert']	['absent']	['desert']	0.9	0.914936481	"[(0, 0)]"	['shoe_30']	['absent']	['shoe_30']	0.1	0.100091874	"[(0, 0)]"	['bathroom_3']	['absent']	['bathroom_3']	0.1	0.116610808	"[(0, 0)]"	['desert_36']	['absent']	['desert_36']	0.1	0.10002824	"[(0, 0)]"	['car_41']	['absent']	['car_41']	0.1	0.116606409	"[(0, 0)]"	['woods_60']	['absent']	['woods_60']	0.1	0.100048767	"[(0, 0)]"	['flower_22']	['absent']	['flower_22']	0.1	0.116592333	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916664296	"[(0, 0)]"
251	postcue	car	object	"['a', 'b']"	absent	absent	1	0.443098666	6.565095553	[False]	['absent']	[False]	0.9	0.915053194	"[(0, 0)]"	['flower_57']	['absent']	['flower_57']	0.1	0.100046421	"[(0, 0)]"	['desert_21']	['absent']	['desert_21']	0.1	0.116620192	"[(0, 0)]"	['shoe_16']	['absent']	['shoe_16']	0.1	0.116642185	"[(0, 0)]"	['chair_67']	['absent']	['chair_67']	0.1	0.11670758	"[(0, 0)]"	['bathroom_2']	['absent']	['bathroom_2']	0.1	0.11660289	"[(0, 0)]"	['coast_3']	['absent']	['coast_3']	0.1	0.100043195	"[(0, 0)]"	['car']	['absent']	['car']	0.9	0.916656672	"[(0, 0)]"
252	precue	shoe	object	"['a', 'b']"	present	present	1	0.237505964	6.54846196	['shoe']	['present']	['shoe']	0.9	0.915026801	"[(0, 0)]"	['coast_12']	['present']	['coast_12']	0.1	0.100051993	"[(0, 0)]"	['bathroom_39']	['present']	['bathroom_39']	0.1	0.116660367	"[(0, 0)]"	['shoe_18']	['present']	['shoe_18']	0.1	0.116641892	"[(0, 0)]"	['flower_50']	['present']	['flower_50']	0.1	0.116608169	"[(0, 0)]"	['woods_65']	['present']	['woods_65']	0.1	0.100037624	"[(0, 0)]"	['chair_30']	['present']	['chair_30']	0.1	0.116657434	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916649927	"[(0, 0)]"
253	precue	shoe	object	"['a', 'b']"	absent	absent	1	0.228758973	6.531299641	['shoe']	['absent']	['shoe']	0.9	0.914535612	"[(0, 0)]"	['desert_66']	['absent']	['desert_66']	0.1	0.100045835	"[(0, 0)]"	['car_27']	['absent']	['car_27']	0.1	0.116602597	"[(0, 0)]"	['bathroom_1']	['absent']	['bathroom_1']	0.1	0.116645118	"[(0, 0)]"	['flower_11']	['absent']	['flower_11']	0.1	0.116885288	"[(0, 0)]"	['chair_46']	['absent']	['chair_46']	0.1	0.116436032	"[(0, 0)]"	['woods_6']	['absent']	['woods_6']	0.1	0.100040849	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916654326	"[(0, 0)]"
254	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.516861887	6.54846196	[False]	['present']	[False]	0.9	0.91504381	"[(0, 0)]"	['bathroom_38']	['present']	['bathroom_38']	0.1	0.100090701	"[(0, 0)]"	['flower_11']	['present']	['flower_11']	0.1	0.116666818	"[(0, 0)]"	['chair_16']	['present']	['chair_16']	0.1	0.116589987	"[(0, 0)]"	['desert_61']	['present']	['desert_61']	0.1	0.100039383	"[(0, 0)]"	['woods_46']	['present']	['woods_46']	0.1	0.116664765	"[(0, 0)]"	['car_62']	['present']	['car_62']	0.1	0.116660367	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916562539	"[(0, 0)]"
255	postcue	desert	scene	"['a', 'b']"	absent	absent	1	0.596909404	6.565108456	[False]	['absent']	[False]	0.9	0.915012432	"[(0, 0)]"	['coast_55']	['absent']	['coast_55']	0.1	0.100088649	"[(0, 0)]"	['woods_11']	['absent']	['woods_11']	0.1	0.116656261	"[(0, 0)]"	['bathroom_47']	['absent']	['bathroom_47']	0.1	0.116694383	"[(0, 0)]"	['chair_53']	['absent']	['chair_53']	0.1	0.116615207	"[(0, 0)]"	['shoe_41']	['absent']	['shoe_41']	0.1	0.116606996	"[(0, 0)]"	['car_45']	['absent']	['car_45']	0.1	0.100005073	"[(0, 0)]"	['desert']	['absent']	['desert']	0.9	0.916607113	"[(0, 0)]"
256	postcue	flower	object	"['a', 'b']"	present	present	1	0.598674755	6.548032352	[False]	['present']	[False]	0.9	0.914635023	"[(0, 0)]"	['bathroom_35']	['present']	['bathroom_35']	0.1	0.10011856	"[(0, 0)]"	['flower_34']	['present']	['flower_34']	0.1	0.11664805	"[(0, 0)]"	['chair_52']	['present']	['chair_52']	0.1	0.100008885	"[(0, 0)]"	['desert_57']	['present']	['desert_57']	0.1	0.116616086	"[(0, 0)]"	['woods_23']	['present']	['woods_23']	0.1	0.116657141	"[(0, 0)]"	['car_54']	['present']	['car_54']	0.1	0.116596732	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.900022492	"[(0, 0)]"
257	precue	flower	object	"['a', 'b']"	present	present	1	0.468204184	6.548356391	['flower']	['present']	['flower']	0.9	0.914959061	"[(0, 0)]"	['chair_3']	['present']	['chair_3']	0.1	0.1000039	"[(0, 0)]"	['desert_14']	['present']	['desert_14']	0.1	0.10003733	"[(0, 0)]"	['flower_1']	['present']	['flower_1']	0.1	0.116650103	"[(0, 0)]"	['coast_83']	['present']	['coast_83']	0.1	0.116592627	"[(0, 0)]"	['car_37']	['present']	['car_37']	0.1	0.116618432	"[(0, 0)]"	['woods_28']	['present']	['woods_28']	0.1	0.100092461	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916668108	"[(0, 0)]"
258	precue	chair	object	"['a', 'b']"	absent	absent	1	0.462809307	6.531685848	['chair']	['absent']	['chair']	0.9	0.914882817	"[(0, 0)]"	['car_30']	['absent']	['car_30']	0.1	0.116661246	"[(0, 0)]"	['flower_9']	['absent']	['flower_9']	0.1	0.100030292	"[(0, 0)]"	['woods_17']	['absent']	['woods_17']	0.1	0.116661833	"[(0, 0)]"	['coast_50']	['absent']	['coast_50']	0.1	0.116605823	"[(0, 0)]"	['desert_18']	['absent']	['desert_18']	0.1	0.100042609	"[(0, 0)]"	['shoe_66']	['absent']	['shoe_66']	0.1	0.116643945	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916655206	"[(0, 0)]"
259	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.587720196	6.56478823	[False]	['present']	[False]	0.9	0.914666107	"[(0, 0)]"	['flower_15']	['present']	['flower_15']	0.1	0.100040263	"[(0, 0)]"	['car_54']	['present']	['car_54']	0.1	0.116628989	"[(0, 0)]"	['desert_47']	['present']	['desert_47']	0.1	0.116648637	"[(0, 0)]"	['chair_47']	['present']	['chair_47']	0.1	0.116650983	"[(0, 0)]"	['woods_25']	['present']	['woods_25']	0.1	0.116653915	"[(0, 0)]"	['bathroom_44']	['present']	['bathroom_44']	0.1	0.116655675	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916659604	"[(0, 0)]"
